Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR
I. Made Yulistya Negara; Arief Budi Ksatria; Dimas Anton Asfani; I.G.N. Satriyadi Hernanda; Daniar Fahmi; Namira Roudlotul Jannah,57480848800; 57201134883; 54392364700; 56596709500; 56441525100; 57495274400,OBSERVATION OF ALGAE DEVELOPMENT ON POLYMER INSULATORS BASED ON THE RESULTS OF BDV AND SEM,2023,IET Conference Proceedings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203375843&doi=10.1049%2ficp.2024.0687&partnerID=40&md5=09e67f064389214cffc9c8ae9eef1b94,"Polymer insulators is expected has high hydrophobicity compared to other insulator material such as glass and polymer. However, polymer insulators are susceptible to algae. The effect of algae on the dielectric strength of polymer insulators has been analysed. Polymer insulators are immersed in algae-contaminated water for 3 months. Prior to immersion, the polymer insulator was pre-conditioned with salt mist conditioning. Then Breakdown Voltage (BDV) is carried out periodically on the polymer insulator. Meanwhile, Scanning Electron Microscope (SEM) testing was carried out on new insulators and insulators that had been submerged in algae to observe how deep is algae penetrate inside the polymer and its effect on the BDV. The BDV value of the new polymer insulator is higher than that of the contaminated insulator when it experienced internal breakdown. When the algal contaminants only grew on the surface, the BDV value was higher than that of the clean polymer. © The Institution of Engineering & Technology 2023.",ALGAE; BREAKDOWN VOLTAGE (BDV); INSULATOR; POLYMER; SCANNING ELECTRON MICROSCOPE (SEM),Conference paper,10.1049/icp.2024.0687,
Rakha Asyrofi; Reza Fauzan,57220087356; 57210590293,Synthetic-MixUp: A Simple Framework for Imbalanced Text classification,2023,GCCE 2023 - 2023 IEEE 12th Global Conference on Consumer Electronics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179762947&doi=10.1109%2fGCCE59613.2023.10315313&partnerID=40&md5=29018ce5a0e85f8bcda6a07794bb7faf,"This study focuses on analyzing effective strategies to handle imbalanced data in text classification. The study employs probabilistic Naive Bayes as a common machine learning approach and investigates two oversampling techniques: Random Oversampling (ROS) [4] and Synthetic Minority Oversampling Technique (SMOTE) [2]. The methodology comprises several stages, starting with preprocessing the data into vector representation using TF-IDF from document samples. To address the imbalanced data, we select some vectors from a single document and mix them with other documents to generate a new vector representation. Finally, the study employs the Naive Bayes (NB) [3] classification method. The experimental results confirm the efficacy of the proposed methods, showcasing notable enhancements in the performance of minority classes. By successfully addressing the challenge of class imbalance, our approach enables the development of accurate text classification models, Which can be observed from both NB+ROS and NB+SMOTE generally outperform the NB+Imbalanced Data that F1-Score, Average Precision and Balanced Accuracy around 83.65; 83.65; 85.8. From our approach, NB+SMOTE tends to yield better results compared to NB+ROS in most cases.  © 2023 IEEE.",Generating Virtual Samples; Imbalanced Text Representation; Naive Bayes,Conference paper,10.1109/GCCE59613.2023.10315313,
Rakha Asyrofi; Mutia Rahmi Dewi; Muhammad Irfan Lutfhi; Prasetyo Wibowo,57220087356; 57220085868; 57215569031; 57214778665,Systematic Literature Review Langchain Proposed,2023,IES 2023 - International Electronics Symposium: Unlocking the Potential of Immersive Technology to Live a Better Life,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173620887&doi=10.1109%2fIES59143.2023.10242497&partnerID=40&md5=a41e2884f191f071aecfeac40f48f116,"While systematic literature reviews are frequently carried out within software engineering research, performing them in a rigorous and reproducible manner can be difficult. This paper proposes some new methods for evaluating and validating systematic literature reviews. Our approach consists of several steps, such as: Selecting a set of relevant scientific papers to analyze, Developing a list of questions and criteria to evaluate each literature review, and Determining what types of functionality and performance should be evaluated. We tested our method by having multiple experts evaluate the literature reviews based on our questions and criteria. We measured the similarity in scores between each expert to determine the reliability of the evaluations. The average similarity index between experts was 0.58 to 0.83, indicating a reasonable level of agreement in their assessments. This shows our evaluation method can produce fairly consistent results, even when different experts are involved. The relatively high level of agreement is notable considering each expert brings their perspectives and opinions in analyzing literature reviews. By providing concrete questions, criteria, and evaluation methods, we aimed to guide the experts toward more uniform evaluations. In summary, we developed and tested a new approach for evaluating and validating systematic literature reviews in software engineering. By assessing reliability via interrater agreement, we showed that consistent and reproducible results are possible using our evaluation framework and methodology. Our methods could help researchers gain more insight into what makes for an effective and high-quality literature review.  © 2023 IEEE.",Documents Review; LangChain; Software Engineering; Systematic Literature Review,Conference paper,10.1109/IES59143.2023.10242497,
Suwitho Suwitho; Ikhsan Budi Riharjo; Danang Ary Dewangga,57199302221; 57218955233; 58132763400,The nexus between Ponzi scheme and multi-level marketing systems: Evidence in Indonesia,2023,Cogent Social Sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149591037&doi=10.1080%2f23311886.2023.2178540&partnerID=40&md5=3316d692c804d1ad05b98ec9b1f22a4c,"This research aim is to provide knowledge about the relationship between the two variables: Ponzi scheme and multi-level marketing. The contribution of these findings certainly provides very useful and important information for the people in Indonesia regarding the relationship between “Ponzi schemes” and multi-level marketing, through the findings of scientific studies. Research was conducted using quantitative methods. The data collection technique used questionnaires and literature studies on victims of money game fraud, Ponzi schemes, and multi-level marketing in Surabaya, Indonesia. The results found that the Ponzi scheme is related to multi-level marketing. Ponzi schemes share the same trait, which are to raise money through the continuous recruitment of new members. Multi-level marketing and single-level marketing business actors must be careful in running their business in Indonesia. This is because there is a criminal threat of 10 years in prison and/or a maximum fine of IDR 10 billion for harming consumers. © 2023 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.",business economics; marketing management; multi-level marketing; Ponzi scheme,Article,10.1080/23311886.2023.2178540,
Yuni Yamasari; Anita Qoiriah; Naim Rochmawati; I.M. Suartana; Oddy Virgantara Putra; Andi Iwan Nurhidayat,57193733535; 57201351214; 57195258934; 57189691714; 57193734595; 57200571328,Exploring the Kernel on SVM to Enhance the Classification Performance of Students' Academic Performance,2022,2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142414617&doi=10.1109%2fICVEE57061.2022.9930405&partnerID=40&md5=528ff85e57b91fbe2a210539f046a55d,"Information relating to the student's performance is important to teachers to prevent failure in learning achieving. On the other side, online learning produces massive student data. The methods in data mining can be applied to student data to generate this information. However, the previous research does not yet do to explore the kernels in SVM to obtain the best performance of the model. The paper focuses to explore the kernels in SVM to find the suitable kernel in our student data. The experiment using many scenarios is done after the model is built. The experimental result shows that the linear kernel achieves the highest level in both evaluation techniques. On the cross-validation technique and the percentage split, the highest accuracy levels are reached on fold=5 about 88.8%, and on the training set size =60% about 88.28, respectively. in addition, the performance of this linear kernel, in terms of level accuracy. higher by 42.4%, 36.2& and 44.3% compared to the sigmoid, RBF and polynomial kernels on the cross validation technique, respectively. In the percentage split technique, this linear kernel is higher than the sigmoid, RBF and polynomial kernels by 41.5%, 37.7% and 42.4%, respectively. This indicates that our student data more appropriate is approximated by the linear model.  © 2022 IEEE.",classification; kernel; performance; students; SVM,Conference paper,10.1109/ICVEE57061.2022.9930405,
Yuni Yamasari; Anita Qoiriah; Naim Rochmawati; I.M. Suartana; Oddy Virgantara Putra; Tohari Ahmad,57193733535; 57201351214; 57195258934; 57189691714; 57193734595; 35241970700,Classifying the Students' Behavior on e-Learning System using Fine-Tuning K-NN Method,2022,ICOIACT 2022 - 5th International Conference on Information and Communications Technology: A New Way to Make AI Useful for Everyone in the New Normal Era,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145345982&doi=10.1109%2fICOIACT55506.2022.9972117&partnerID=40&md5=964bcb7e476e98351f3c846bd00a1131,"monitoring the student's behavior is challenging for teachers in online learning, which is crucial to solving. It is because, in this pandemic period, online learning is required to minimize the spreading of coronavirus. However, research in this domain is not much. This study provides an alternative to this problem by classifying students' behavior in the e-Learning system, where the k-NN is applied to mine the students' behavior. In addition, this paper also tests the proper parameters to improve the performance of k-NN: k and distance. The experimental result shows that the best performance on the cross-validation technique is reached by Euclidean distance and, on the percentage-split, is achieved by distance-Manhattan. These are indicated by the highest accuracy level obtained by neighbors of five and 20 fold, about 96.9% on the cross-validation technique. On the percentage split technique, the highest accuracy level, about 95.3%, is reached by neighbors of four and split 50%. In this best performance, four students are misclassified on the cross-validation and six on the percentage split.  © 2022 IEEE.",behavior; classification; e-Learning; k-NN; student,Conference paper,10.1109/ICOIACT55506.2022.9972117,
Naim Rochmawati; Hanik Badriyah Hidayati; Yuni Yamasari; Wiyli Yustanti; I Made Suartana; Agus Prihanto; Aditya Prapanca,57195258934; 57194159504; 57193733535; 57200569216; 57189691714; 57201350852; 57215981815,Brain Tumor Classification Using Transfer Learning,2022,2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142432027&doi=10.1109%2fICVEE57061.2022.9930403&partnerID=40&md5=95be9f228ec1325a23868edc1ec28d54,"One type of deadly disease is a brain tumor. To determine the presence of a brain tumor, it can be seen from an MRI image. In this research, we classified brain tumor MRI. The classification system uses transfer learning because only a few datasets are used. The Pre-Trained models used to extract features are VGG-16 and ResNet-50. Tests are carried out using several different parameters such as different batch sizes, optimizers, and learning rates. We evaluate the results using the confusion matrix. VGG-16 got the best accuracy of 0.96 using the Adam optimizer and ResNet-50 got the best accuracy of 0.94 using the RMSprop optimizer. From several different parameter variations, there is a relationship between parameter selection and accuracy results.  © 2022 IEEE.",Adam; brain tumor; optimizer; pre-trained model; ResNet-50; RMSProp; SGD; transfer learning; Vgg-16,Conference paper,10.1109/ICVEE57061.2022.9930403,
Nurhayati Nurhayati; I. Made Suartana; Fitri Adi Iskandarianto; Bidya Nur Habib,57190439932; 57189691714; 57220054963; 57193692128,Heat Transfer of Spray Dryer Extraction Machine Based On Parametric Design Modeling,2022,Proceedings of the International Conference on Electrical Engineering and Informatics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144594753&doi=10.1109%2fIConEEI55709.2022.9972286&partnerID=40&md5=e63804c79630b0c2e97d86c94de48997,"Drying is a work process that requires intense energy, because of the latent heat in the air as the drying medium. This paper presents a model of the Spray Dryer Extraction Machine whose principle is drying using a vacuum model. The extraction process in this machine is located in a holding tube equipped with a water jacket with a lid that is connected directly to the vacuum pipe above. The heat source comes from a gas stove with a working temperature between 70-150 degrees Celsius. The computer simulation method used is to analyze the Blower Frequency Rotation and Heat Transfer Spray Dryer Extraction Machine. Starting from parametric 3D model design, geometric simplification, and wizard simulation. The results show that the simulation of the rotation and frequency of the blower with 5 times the amplitude (increment) produces vibrations when there is a centrifugal force. With an LHV value of 46MJ/kg from the burner, it has a Heat Flux of 56,964,402 W/m^2. A probe has been carried out on the tube nodes to determine the value of the heat flux at the desired node points. Node 1 has a heat flux value of 56,037,832 W/m^2 with a temperature of 522,781 K. Node 2 has a heat flux value of 56,964,402 W/m^2 with a temperature of 514,902 K. Node 3 has a heat flux value of 26,108,422 W/m^2 with a temperature of 506,104 K. Node 4 has a heat flux value of 387,335 W/m2 with a temperature of 396,006 K. Node 5 has a heat flux value of 223,44 W/m^2 with a temperature of 372,793 K © 2022 IEEE.",drying; heat transfer; simulation. computer,Conference paper,10.1109/IConEEI55709.2022.9972286,
Muhammad Noor Fakhruzzaman; Ghea Sekar Palupi; Thinni Nurul Rochmah,57188878854; 57728659500; 57204969646,Fear of missing out during a pandemic: the driving factors of telemedicine application acceptance,2022,Bulletin of Electrical Engineering and Informatics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133419302&doi=10.11591%2feei.v11i4.3848&partnerID=40&md5=fe6e0549eed3c4e746082f8d787b2a77,"COVID-19 pandemic changed how society behaves. Travel and social restrictions, commonly associated with the term lockdown became popular and ubiquitous. Given the rise of gig economy and mobile app delivery in the past several years, combined with lockdowns during the pandemic, and the application of telemedicine becomes essential. Halodoc is one of the popular telemedicine applications in Indonesia, having several useful features such as text-based doctor consultation and prescription drug order-delivery, and Halodoc is easily preferred by many. This article explored the motivation behind using Halodoc as the preferred method of getting health service during the pandemic, behind the perceived usefulness and perceived ease of use of the application, we found that fear of missing out (FOMO) has an indirect role in the application adoption in society, especially during lockdowns, where social interaction is limited to social media and other internet-based platforms. The reason why FOMO can be an important factor in technology adoption and how advertisers should explore FOMO is further discussed. © 2022, Institute of Advanced Engineering and Science. All rights reserved.",Fear of missing out; Good health and well-being; Social media; Technology acceptance; Telemedicine,Article,10.11591/eei.v11i4.3848,
Ghea Sekar Palupi; Muhammad Noor Fakhruzzaman,57728659500; 57188878854,Indonesian pharmacy retailer segmentation using recency frequency monetary-location model and ant K-means algorithm,2022,International Journal of Electrical and Computer Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139073795&doi=10.11591%2fijece.v12i6.pp6132-6139&partnerID=40&md5=4748a3b1ae2219bb1c25b272cf770fb5,"We proposed an approach of retailer segmentation using a hybrid swarm intelligence algorithm and recency frequency monetary (RFM)-location model to develop a tailored marketing strategy for a pharmacy industry distribution company. We used sales data and plug it into MATLAB to implement ant clustering algorithm and K-means, then the results were analyzed using RFM-location model to calculate each clusters' customer lifetime value (CLV). The algorithm generated 13 clusters of retailers based on provided data with a total of 1,138 retailers. Then, using RFM-location, some clusters were combined due to identical characteristics, the final clusters amounted to 8 clusters with unique characteristics. The findings can inform the decision-making process of the company, especially in prioritizing retailer segments and developing a tailored marketing strategy. We used a hybrid algorithm by leveraging the advantage of swarm intelligence and the power of K-means to cluster the retailers, then we further added value to the generated clusters by analyzing it using RFM-location model and CLV. However, location as a variable may not be relevant in smaller countries or developed countries, because the shipping cost may not be a problem. © 2022 Institute of Advanced Engineering and Science. All rights reserved.",Ant K-means; Logistics; Machine learning; Retailer segmentation; Sustainable industry,Article,10.11591/ijece.v12i6.pp6132-6139,An approach of retailer segmentation using a hybrid swarm intelligence algorithm and recency frequency monetary (RFM)-location model to develop a tailored marketing strategy for a pharmacy industry distribution company and the findings can inform the decision-making process of the company.
Holly H. Chiu; Ghea Sekar Palupi; Yu-Qian Zhu,56603625900; 57728659500; 37049523800,"Workers’ Affective Commitment in The Gig Economy: The Role of IS Quality, Organizational Support, and Fairness",2022,Pacific Asia Journal of the Association for Information Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131374710&doi=10.17705%2f1pais.14303&partnerID=40&md5=200d841ac0300d9fd0894b3b3bb95e01,"Background: The rapidly growing gig economy brings lots of opportunities and challenges, and one of them is workers’ affective commitment. Because of the gig economy’s nature, gig workers depend on the technology-enabled platform to finish their tasks. We investigate how gig workers’ perception of the platform’s quality, or IS quality, will affect how they perceive organizational support and fairness, which further affects their affective commitment. Method: We surveyed 239 Uber drivers in Indonesia to test our model via snowballing technique. We used PLS with a second-order formative construct model to validate our hypotheses. Results: The results showed that the two dimensions of IS quality, information quality and system quality, were positively associated with organizational support. Only information quality was positively associated with fairness. Both organizational support and fairness were positively associated with affective commitment. Conclusion: For uber drivers, information quality and system quality of the Uber App serve as drivers of perceived organization support. Information quality also contributes to perceived fairness. Drivers who perceive high organization support and fairness are more likely to be affectively committed to the organization. © Association for Information Systems.",Affective Commitment; Gig Economy Workers; Information Quality; System Quality,Article,10.17705/1pais.14303,"For uber drivers, information quality and system quality of the Uber App serve as drivers of perceived organization support, and information quality also contributes to perceived fairness."
Muharman Lubis; Ines Indah Putri; Berlian Maulidya Izzati,49663689900; 57852965200; 57852965300,Information Systems Maturity Level Assessment using the HISMM Framework: Case Study of State Hospital in Jakarta,2022,2022 International Conference on Science and Technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136327569&doi=10.1109%2fICOSTECH54296.2022.9829143&partnerID=40&md5=f46d743b20fe1347536056ea3fcbb4cc,"Efforts to deal with several risks have been regulated by law, which certain programs should be initiated by the organization especially for the prevention and control of patient care in the context of hospital management system. The availability of service facilities and medical equipment is important in handling Covid-19 patients as many drawbacks have been found due to new circumstances that many do not predict before, such as the allocation room and time management for separating the patients within treatment. Indeed, the shortcomings in managing the process often related to the utilization of technology infrastructure in containing patients' data and the medicine effectively. It is better to identify the issues resides in the hospital before coming up with the solution. Thus, this study want to assess the maturity level of the Information System using the Healthcare Information System Maturity Model (HISMM) as the framework. In the detail, to increase the flexibility of the environment for the sake of study, the investigation was conducted focusing on several attributes as a reference by analysing six dimensions that were relevant namely Data Analysis, Strategy, People, Electronic Medical Records, Information Security, and IT Infrastructure System. The results of this study indicated that State Hospital Jakarta has reached the maturity level at position 4 (four), which is equal to democratic cooperation. The recommendations given in this study are in the form of a roadmap that contains several steps in respected attributes that can support hospitals to reach the next level of maturity in the future.  © 2022 IEEE.",Assessment; Hospital; Information System; Maturity Level,Conference paper,10.1109/ICOSTECH54296.2022.9829143,
Badrus Zaman; Cendra Devayana Putra; Army Justitia,57210671389; 58922897800; 57209977071,A Campaign Mining in Social Media using Improved K-Means: The Perspective of Candidate President's Mission,2022,2022 5th International Seminar on Research of Information Technology and Intelligent Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150192994&doi=10.1109%2fISRITI56927.2022.10052929&partnerID=40&md5=59fca6820dc8ed55e58edcf061fdfdcb,"The presidential candidate socializes the vision and mission to persuade supporters and voters as much as possible during the campaign. Since 2010, presidential campaigns in Indonesia have extensively used social media networks as a standard form of presidential communication. However, the presidential candidate's campaign duration has not been maximized to convey the vision and mission to prospective voters. This study aims to identify each candidate's focus based on tweet analysis using Improved K-Means and a second-level normalization algorithm. The data consisted of 2,786 tweets from January to April 2019, obtained from two sources: 1,485 tweets from candidate#1 and 1,301 tweets from candidate#2. The results show that there are 16 clusters created from candidate#1 and 14 from others. Most candidate#1 aligns with its mission. Consequently, our study could clarify the presidential candidate's mission focus. The more frequently the mission is discussed on social media, the more notable it is as the President's primary work program. The first candidate's tweets mainly mentioned the fourth mission, and the second one was about the first mission. Furthermore, there is a link between the frequency of tweets from the presidential candidate's mission and the theme of the presidential debate.  © 2022 IEEE.",campaign; k-means; mission; presidential election; tweet,Conference paper,10.1109/ISRITI56927.2022.10052929,
Subuh Isnur Haryudo; Ekohariadi; Munoto; Lilik Anifah; Fendi Achmad,57202236759; 57195553791; 57200567181; 55648855000; 57220050969,Project-based Learning in The Relationship of Motivation and Critical Thinking to The Competence of Electrical Engineering Students,2022,Journal of Engineering Education Transformations,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142541473&doi=10.16920%2fjeet%2f2022%2fv36i2%2f22165&partnerID=40&md5=9d9bd1a964abbaf059830045f6862847,"Project-based learning (PjBL) is a meaningful learning model in empowering and developing the skills of college students. PjBL will affect the motivation and critical thinking patterns of college students towards the achievement of 21st-century competencies. The purpose of this study was to determine the relationship between motivation and critical thinking on the competence of electrical through project-based learning. The research method uses a qualitative approach with an explanatory type. The research respondents were 302 final-year Electrical Engineering students from 5 universities with the competence of Electrical Installation Automation. The research instrument used a student response questionnaire type of measures of typical performance (MTP). The results of the statistical analysis test using SEM-PLS obtained a positive R-Square (indicator reliability) value of 0.961 or 96% having predictive relevance, meaning that motivation and critical thinking have a positive and significant impact on the competence of Electrical Engineering students. © 2022, Rajarambapu Institute Of Technology. All rights reserved.",competency; critical thinking; electrical installation automation; motivation; Project-based learning,Article,10.16920/jeet/2022/v36i2/22165,
Shintami Chusnul Hidayati; Yeni Anistyasari; Nafa Zulfa; Pima Safitri,55533725700; 53263227700; 57220093368; 57205064297,Exploring the Potential of Adopting Computer-graphics Animation to the Switch to a Plant-Based Diet,2022,2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142441340&doi=10.1109%2fICVEE57061.2022.9930465&partnerID=40&md5=90775d1fca5eece197a4df0f6aef263b,"A healthy lifestyle is a way of living that helps to keep and improve people's health and well-being. Maintaining a healthy lifestyle is essential and a great way to combat many health issues, especially in preparation for the upcoming post-pandemic COVID-19 era. Some studies suggested that animals play a role in spreading SARS-CoV-2, the virus that causes COVID-19, to people. It is thus believed people should be eating more plant-based and less meat diets. Although the development of computer-graphics animation has significantly affected learning media development, there is a lack of evaluative evidence on how it might effectively motivate diet shifts. Therefore, this study explores and analyzes the crucial factors influencing the deliverability and engagement of computer-graphics animation as a learning media to enhance knowledge and promote a plant-based diet. A structured interview, with both closed and open-ended questions, is conducted on various groups of respondents. The analysis results can serve as a guideline for advancing learning media and a basis for future development and research strategies in healthy eating promotion in general.  © 2022 IEEE.",Cartoon animation; computer graphics; digital learning media; healthy living; smart society; well-being,Conference paper,10.1109/ICVEE57061.2022.9930465,
T. Wulandari; T. Wiyoko; M. Hakiki; Z.R. Habibie; T.W. Agrita,57764003100; 57217105448; 57764828700; 57764168500; 57763663200,Persea Americana Mill Extraction as Antibacteria,2022,IOP Conference Series: Earth and Environmental Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132813257&doi=10.1088%2f1755-1315%2f1030%2f1%2f012004&partnerID=40&md5=9ee4b3a85070a980b468be06f468f198,"Avocado leaves (P. americana ) are a part of plants that can be used as traditional medicines. Avocado leaves contain chemicals such as flavonoids, saponins, tannins and alkaloids which function as pathogenic antibacterial killer. This study aims to describe the antibacterial activity of various concentrations of avocado leaf extract (P. americana) on the growth of Escherichia coli. The extract concentrations were 25%, 50%, 75%, and 100%. This research employed experimental method with post-test group design. Antibacterial activity was measured by the diameter of the clear zone formed. The analysis results, using the Kruskal Walls test with an accuracy level of 0.05, conclude that there are significant differences in the antibacterial power of various concentrations of avocado leaf extract (P. americana ) against E. colibacteria. The most effective concentration to inhibit the growth of E. colibacteria is at concentration 100% with an (inhibition zone) of 6.9 mm including moderate inhibition.  © Published under licence by IOP Publishing Ltd.",,Conference paper,10.1088/1755-1315/1030/1/012004,"There are significant differences in the antibacterial power of various concentrations of avocado leaf extract against E. colibacteria, with the most effective concentration being at concentration 100% with an inhibition zone of 6.9 mm including moderate inhibition."
Kunjung Ashadi; Mochammad Purnomo; Subuh Isnur Haryudo; Sapto Wibowo; Oce Wiriawan; Hari Setijono; Soegiyanto; Sugiharto; Tri Rustiadi; Oktia Woro Kasmini Handayani; Shamsul Azhar Shah,57201351691; 59281322100; 57202236759; 57322754300; 57200374593; 57210841704; 57193796015; 57204619272; 57406416100; 57196057104; 15746600500,Wheelchair User's Barriers in Physical Activity: Rural VS. Urban Area,2022,International Journal of Human Movement and Sports Sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134010095&doi=10.13189%2fsaj.2022.100321&partnerID=40&md5=4e8d7cdb09a6c6786431a46ca794bb14,"Individuals with disabilities experience more significant challenges in carrying out physical activity than the general population. Previous studies have identified physical activity and fitness levels without measuring barriers to physical activity. This study examines how wheelchair users assess obstacles to physical activity and looks for the significant factors that hinder the biological activity of wheelchair users in urban and rural areas. The method in this research is a cross-sectional study. An online survey was used to obtain information on physical activity barriers in wheelchair users. A total of 81 respondents consisting of 40 wheelchair users from rural areas and 41 from urban areas, filled out the Barriers Physical Activity Questionnaire Mobility Impairment (BPAQ-MI) with a response rate of 70% during one month of data collection. The analysis data technique is mean, percentage, and an independent sample's T-test to compare physical activity barriers between wheelchair users in urban and rural areas. The chief obstacles to physical activity are friends and family as a support system (p<0.05), lack of public facilities (p<0.05), lack of fitness facilities and infrastructure (p<0,05), staff/program/policy (p<0.05), and community (p<0.05). The conclusion is that wheelchair users in rural areas have more significant barriers to physical activity than those in urban areas. Improving support from family, friends, environment, social policies, and a disability-friendly physical environment can be critical points in increasing the biological activity of wheelchair users in rural areas. © 2022 by authors, all rights reserved.",Barriers; Disability; Health; Questionnaire; Rural; Sport,Article,10.13189/saj.2022.100321,
Lilik Anifah; Puput Wanarti Rusimamto; Haryanto; I Made Arsana; Subuh Isnur Haryudo; Meini Sondang Sumbawati,55648855000; 57203283361; 57211095658; 57189690131; 57202236759; 57200562972,Dentawyanjana Character Segmentation Using K-Means Clustering CLAHE Adaptive Thresholding Based,2022,2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142450925&doi=10.1109%2fICVEE57061.2022.9930437&partnerID=40&md5=6c0389bd620f351a0b5bf2e9b54f62a6,"Each country has its own historical heritage, one of which is letters/characters. Indonesia has 12 regional characters, and this must be preserved. One of them is the Dentawyanjana character or usually called the Javanese character/carakan. This study aims to segment the Dentawyanjana character using K-means clustering CLAHE adaptive thresholding based. This study consisted of 3 experiments, and each experiment implemented a different hybrid method. The first method is preprocessing which is converting the RGB image to grayscale, then converting it from grayscale to a binary image. After this process, segmentation is carried out using K-means and moment methods. The second method is preprocessed using a grayscale process, then converting it from grayscale to a binary image using adaptive. The results of the adaptive threshold process are clustered using K-means and segmentation is done using the moment method. The third method used begins with standardizing the dimensions to 800\times 1200 pixels which are then preprocessed as in the first and second methods converting the RGB image to grayscale. Then the enhancement is done using CLAHE, and the result of this process is continued to be implemented with an adaptive threshold. The segmentation process is clustered using K-means and moment methods. The results show that the accuracy of the first, second, and third methods are 68.23%, 94.18%, and 95.52%. While the resulting AUC values are 0.798, 0.962, and 0.975.  © 2022 IEEE.",CLAHE; Clustering; dentawyanjana; Javanese Character; K-Means; Segmentation,Conference paper,10.1109/ICVEE57061.2022.9930437,
Subuh Isnur Haryudo; Euis Ismayati; Farid Baskoro,57202236759; 57201854442; 57201862550,Development of Training Kit for Solar Cell Off-Grid System based on Project-Based Learning to Improve Learning Outcomes,2022,2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142412790&doi=10.1109%2fICVEE57061.2022.9930122&partnerID=40&md5=8e8c1ff9d00f7d825321b25e3eacadc1,"Hot issues related to renewable energy continue to be discussed by various energy experts in many countries. Indonesia is a country that has not optimally utilized its renewable energy potential. One of the causes is the lack of learning about renewable energy in schools and universities. The innovation of meaningful learning models continues to be developed in producing changes in the knowledge, skills, and attitude values of students. The development of the training kit for Solar Cell Off-Grid System (TK-SCOGS) based on Project-based Learning (PjBL) as a learning medium for renewable energy is the goal of this research. The research method used is research and development (R&D) following the 4-D design of the Thiagarajan model. The research design used a quasi-experimental design with the One Group Pre-test and Posttest Design model. A total of 70 students of Electrical Engineering Education were involved as the subject of this research. Data were collected through the methods of questionnaires, tests, and documentation. Descriptive analysis, descriptive and inferential statistics were used to analyze the collected data. The results of this study indicate that the training kit has a good performance and is effective in implementing the integrated learning plan of the PjBL model.  © 2022 IEEE.",Learning Outcomes; Off-grid System; Project-based Learning; Solar Cell,Conference paper,10.1109/ICVEE57061.2022.9930122,
